date_week,date,rain,Tair,rh,Mean_EVI,lncase_0,lncase_1,lncase_2,lncase_3,lncase_4
201711,2017/3/12,0.125910917,0.780825737,0.46765146,0.743407299,7.355641103,7.466799475,7.916078096,8.058960018,8.213110698
201712,2017/3/19,0.40372925,0.710333169,0.559226589,0.563472938,7.466799475,7.916078096,8.058960018,8.213110698,8.034955025
201713,2017/3/26,0.253363625,0.823233191,0.565147015,0.489803481,7.916078096,8.058960018,8.213110698,8.034955025,8.001689978
201714,2017/4/2,0.310233726,0.837827609,0.449570854,0.762795184,8.058960018,8.213110698,8.034955025,8.001689978,7.528331767
201715,2017/4/9,0.30643903,0.830204971,0.49520589,0.167328316,8.213110698,8.034955025,8.001689978,7.528331767,7.33171497
201716,2017/4/16,0.091016073,0.945702856,0.434516732,0.915970278,8.034955025,8.001689978,7.528331767,7.33171497,7.132497552
201717,2017/4/23,0.6419141,0.726012134,0.674514008,0.492940131,8.001689978,7.528331767,7.33171497,7.132497552,6.783325201
201718,2017/4/30,0.429524377,0.724616008,0.541742225,0.868017546,7.528331767,7.33171497,7.132497552,6.783325201,6.480044562
201719,2017/5/7,0.129416133,0.864573144,0.502367334,0.804616803,7.33171497,7.132497552,6.783325201,6.480044562,6.276643489
201720,2017/5/14,0.113960456,0.784315888,0.664084645,0.938832199,7.132497552,6.783325201,6.480044562,6.276643489,5.730099783
201721,2017/5/21,0.081721271,0.615558857,0.656382831,0.859462576,6.783325201,6.480044562,6.276643489,5.730099783,5.620400866
201722,2017/5/28,0.20619108,0.578403348,0.720481831,0.495041938,6.480044562,6.276643489,5.730099783,5.620400866,5.342334252
201723,2017/6/4,0.120127624,0.61335977,0.559509213,0.947161679,6.276643489,5.730099783,5.620400866,5.342334252,5.342334252
201724,2017/6/11,0.135400806,0.520806508,0.493327031,0.811654104,5.730099783,5.620400866,5.342334252,5.342334252,5.147494477
201725,2017/6/18,0.198689793,0.587860226,0.364786862,0.924522049,5.620400866,5.342334252,5.342334252,5.147494477,5.209486153
201726,2017/6/25,0.217952756,0.524696091,0.450917907,0.801220407,5.342334252,5.342334252,5.147494477,5.209486153,5.351858133
201727,2017/7/2,0.169641177,0.559718074,0.173928674,0.887393152,5.342334252,5.147494477,5.209486153,5.351858133,4.990432587
201728,2017/7/9,0.018319006,0.545384589,0.052131926,0.918155251,5.147494477,5.209486153,5.351858133,4.990432587,4.875197323
201729,2017/7/16,0.064270702,0.395176465,0.340617397,0.798756776,5.209486153,5.351858133,4.990432587,4.875197323,4.553876892
201730,2017/7/23,0.061495476,0.323848811,0.304463933,0.884926837,5.351858133,4.990432587,4.875197323,4.553876892,4.779123493
201731,2017/7/30,0.020873976,0.29967557,0.435725532,0.795775677,4.990432587,4.875197323,4.553876892,4.779123493,4.442651256
201732,2017/8/6,0.007457239,0.409885451,0.275230071,0.85819835,4.875197323,4.553876892,4.779123493,4.442651256,4.521788577
201733,2017/8/13,0.066221541,0.460917811,0.422298232,0.738039949,4.553876892,4.779123493,4.442651256,4.521788577,4.787491743
201734,2017/8/20,0.030508602,0.516677135,0.237612099,0.768851208,4.779123493,4.442651256,4.521788577,4.787491743,5.786897381
201735,2017/8/27,0.028255698,0.540102157,0.200872587,0.829942025,4.442651256,4.521788577,4.787491743,5.786897381,6.052089169
201736,2017/9/3,0.047103321,0.540790386,0.124598724,0.794825705,4.521788577,4.787491743,5.786897381,6.052089169,5.513428746
201737,2017/9/10,0.00220256,0.647845626,0,0.784551243,4.787491743,5.786897381,6.052089169,5.513428746,5.648974238
201738,2017/9/17,0.002328421,0.597445768,0.101242873,0.815806772,5.786897381,6.052089169,5.513428746,5.648974238,4.615120517
201739,2017/9/24,0.046625048,0.563478501,0.152570361,0.731811553,6.052089169,5.513428746,5.648974238,4.615120517,3.63758616
201740,2017/10/1,0.002013769,0.582248842,0.221476012,0.739147681,5.513428746,5.648974238,4.615120517,3.63758616,4.276666119
201741,2017/10/8,0.020628548,0.55296871,0.344524789,0.676653486,5.648974238,4.615120517,3.63758616,4.276666119,4.574710979
201742,2017/10/15,0.034403988,0.60677644,0.400422794,0.65900934,4.615120517,3.63758616,4.276666119,4.574710979,4.955827058
201743,2017/10/22,0.002586435,0.768369434,0.187636151,0.761295303,3.63758616,4.276666119,4.574710979,4.955827058,4.369447852
201744,2017/10/29,0.020452343,0.607868362,0.481004535,0.705381042,4.276666119,4.574710979,4.955827058,4.369447852,4.127134385
201745,2017/11/5,0.014618706,0.511894444,0.368827205,0.667953666,4.574710979,4.955827058,4.369447852,4.127134385,4.094344562
201746,2017/11/12,0.02898569,0.55300313,0.354756763,0.705171455,4.955827058,4.369447852,4.127134385,4.094344562,4.043051268
201747,2017/11/19,0.018344179,0.627202529,0.398743362,0.662494575,4.369447852,4.127134385,4.094344562,4.043051268,4.418840608
201748,2017/11/26,0.038293079,0.68908609,0.397156507,0.685395413,4.127134385,4.094344562,4.043051268,4.418840608,4.060443011
201749,2017/12/3,0.018325299,0.721945863,0.419444666,0.726850139,4.094344562,4.043051268,4.418840608,4.060443011,4.465908119
201750,2017/12/10,0.017054108,0.709298941,0.395734822,0.732761852,4.043051268,4.418840608,4.060443011,4.465908119,4.770684624
201751,2017/12/17,0.285810481,0.604263151,0.556835906,0.470007553,4.418840608,4.060443011,4.465908119,4.770684624,4.770684624
201752,2017/12/24,0.111053077,0.695170335,0.617602552,0.661169955,4.060443011,4.465908119,4.770684624,4.770684624,4.795790546
201801,2017/12/31,0.051319649,0.667925879,0.491943274,0.684357048,4.465908119,4.770684624,4.770684624,4.795790546,4.934473933
201802,2018/1/7,0.266107014,0.522040042,0.544528092,0.626362055,4.770684624,4.770684624,4.795790546,4.934473933,4.983606622
201803,2018/1/14,0.369923105,0.602282874,0.536170899,0.683306311,4.770684624,4.795790546,4.934473933,4.983606622,4.521788577
201804,2018/1/21,0.431210913,0.431321183,0.804722189,0.186788082,4.795790546,4.934473933,4.983606622,4.521788577,5.123963979
201805,2018/1/28,0.349735073,0.560845727,0.757642221,0.601363176,4.934473933,4.983606622,4.521788577,5.123963979,5.141663557
201806,2018/2/4,0.274042519,0.440192927,0.784804321,0.672954602,4.983606622,4.521788577,5.123963979,5.141663557,5.056245805
201807,2018/2/11,0.726454644,0.262588901,0.74462805,0.300018925,4.521788577,5.123963979,5.141663557,5.056245805,5.257495372
201808,2018/2/18,0.20673858,0.462027435,0.685349158,0.330530563,5.123963979,5.141663557,5.056245805,5.257495372,5.141663557
201809,2018/2/25,0.264061775,0.524720513,0.678133881,0.671062101,5.141663557,5.056245805,5.257495372,5.141663557,5.609471795
201810,2018/3/4,0.281707428,0.662815382,0.734856921,0.868383037,5.056245805,5.257495372,5.141663557,5.609471795,5.899897354
201811,2018/3/11,0.305369215,0.712520291,0.698051749,0.942219545,5.257495372,5.141663557,5.609471795,5.899897354,5.966146739
201812,2018/3/18,0.282040958,0.736980362,0.683223971,0.757088475,5.141663557,5.609471795,5.899897354,5.966146739,6.018593214
201813,2018/3/25,0.396448222,0.51957281,0.761213971,0.462953498,5.609471795,5.899897354,5.966146739,6.018593214,5.513428746
201814,2018/4/1,0.570997956,0.531387433,0.769525487,0.654082499,5.899897354,5.966146739,6.018593214,5.513428746,5.159055299
201815,2018/4/8,0.35753213,0.331965781,0.773275457,0.497007046,5.966146739,6.018593214,5.513428746,5.159055299,5.164785974
201816,2018/4/15,0.323247714,0.528583543,0.716133171,0.435621011,6.018593214,5.513428746,5.159055299,5.164785974,4.941642423
201817,2018/4/22,0.367783474,0.527404589,0.791008595,0.881641882,5.513428746,5.159055299,5.164785974,4.941642423,4.882801923
201818,2018/4/29,0.299485238,0.515570953,0.721846421,0.810421578,5.159055299,5.164785974,4.941642423,4.882801923,4.543294782
201819,2018/5/6,0.479749043,0.29006069,0.903307457,0.566366271,5.164785974,4.941642423,4.882801923,4.543294782,4.510859507
201820,2018/5/13,0.144531992,0.469431263,0.789729242,0.795367338,4.941642423,4.882801923,4.543294782,4.510859507,4.521788577
201821,2018/5/20,0.186147787,0.489557737,0.715469636,0.75395524,4.882801923,4.543294782,4.510859507,4.521788577,4.356708827
201822,2018/5/27,0.066051629,0.362786273,0.604015384,0.938291717,4.543294782,4.510859507,4.521788577,4.356708827,4.077537444
201823,2018/6/3,0.219054035,0.442130753,0.688908265,0.791852057,4.510859507,4.521788577,4.356708827,4.077537444,4.204692619
201824,2018/6/10,0.063119078,0.394314826,0.493165124,0.858823428,4.521788577,4.356708827,4.077537444,4.204692619,4.234106505
201825,2018/6/17,0.122984662,0.298795903,0.4984004,0.72967977,4.356708827,4.077537444,4.204692619,4.234106505,4.33073334
201826,2018/6/24,0.060224285,0.307053666,0.395349017,0.916997854,4.077537444,4.204692619,4.234106505,4.33073334,4.290459441
201827,2018/7/1,0.314645138,0.320174268,0.553936255,0.727824875,4.204692619,4.234106505,4.33073334,4.290459441,4.077537444
201828,2018/7/8,0.148830126,0.247481138,0.606207863,0.737012663,4.234106505,4.33073334,4.290459441,4.077537444,4.356708827
201829,2018/7/15,0.035782162,0.283577505,0.317865131,0.905669923,4.33073334,4.290459441,4.077537444,4.356708827,4.043051268
201830,2018/7/22,0.126785648,0.41985551,0.306254701,0.85420815,4.290459441,4.077537444,4.356708827,4.043051268,3.891820298
201831,2018/7/29,0.076944861,0.322275177,0.552833491,0.831039031,4.077537444,4.356708827,4.043051268,3.891820298,3.496507561
201832,2018/8/5,0.037223265,0.466581973,0.507653589,0.775499721,4.356708827,4.043051268,3.891820298,3.496507561,3.583518938
201833,2018/8/12,0.036556203,0.413348067,0.47170363,0.820493149,4.043051268,3.891820298,3.496507561,3.583518938,3.526360525
201834,2018/8/19,0.006765006,0.485944986,0.130353572,0.882117628,3.891820298,3.496507561,3.583518938,3.526360525,3.583518938
201835,2018/8/26,0.006676903,0.536329273,0.102711051,0.854367692,3.496507561,3.583518938,3.526360525,3.583518938,3.80666249
201836,2018/9/2,0.005821051,0.48731456,0.278598722,0.793582248,3.583518938,3.526360525,3.583518938,3.80666249,3.737669618
201837,2018/9/9,0.002831863,0.506619224,0.186462016,0.829095384,3.526360525,3.583518938,3.80666249,3.737669618,3.663561646
201838,2018/9/16,0.003266082,0.578564957,0.295932598,0.747980061,3.583518938,3.80666249,3.737669618,3.663561646,3.218875825
201839,2018/9/23,0.011654689,0.561494947,0.42160044,0.786551816,3.80666249,3.737669618,3.663561646,3.218875825,3.688879454
201840,2018/9/30,0.021861981,0.549277778,0.385621525,0.72029061,3.737669618,3.663561646,3.218875825,3.688879454,3.135494216
201841,2018/10/7,0.011535121,0.649391723,0.275121996,0.746298553,3.663561646,3.218875825,3.688879454,3.135494216,3.761200116
201842,2018/10/14,0.023359722,0.554712639,0.467598035,0.692576741,3.218875825,3.688879454,3.135494216,3.761200116,3.433987204
201843,2018/10/21,0.008092835,0.699877958,0.378267995,0.745359307,3.688879454,3.135494216,3.761200116,3.433987204,3.871201011
201844,2018/10/28,0.018942016,0.717593418,0.414336631,0.752545308,3.135494216,3.761200116,3.433987204,3.871201011,3.526360525
201845,2018/11/4,0.028551471,0.763082085,0.367479745,0.633284663,3.761200116,3.433987204,3.871201011,3.526360525,3.970291914
201846,2018/11/11,0.007734132,0.747520639,0.344428541,0.653139791,3.433987204,3.871201011,3.526360525,3.970291914,3.931825633
201847,2018/11/18,0.043484827,0.848321338,0.336185948,0.727026805,3.871201011,3.526360525,3.970291914,3.931825633,3.850147602
201848,2018/11/25,0.086352938,0.811928798,0.425999263,0.620880703,3.526360525,3.970291914,3.931825633,3.850147602,3.737669618
201849,2018/12/2,0.15205845,0.724637971,0.646422061,0.532906604,3.970291914,3.931825633,3.850147602,3.737669618,4.025351691
201850,2018/12/9,0.192642192,0.809107043,0.407995328,0.70287591,3.931825633,3.850147602,3.737669618,4.025351691,4.454347296
201851,2018/12/16,0.17173046,0.739149455,0.42730798,0.579752717,3.850147602,3.737669618,4.025351691,4.454347296,4.48863637
201852,2018/12/23,0.035668886,0.670866955,0.454072857,0.701988127,3.737669618,4.025351691,4.454347296,4.48863637,5.023880521
201901,2018/12/30,0.172869497,0.844788572,0.52496952,0.799640516,4.025351691,4.454347296,4.48863637,5.023880521,4.718498871
201902,2019/1/6,0.446723229,0.625321906,0.621813774,0.466254804,4.454347296,4.48863637,5.023880521,4.718498871,4.736198448
201903,2019/1/13,0.560173943,0.586245945,0.685150954,0.171628802,4.48863637,5.023880521,4.718498871,4.736198448,4.691347882
201904,2019/1/20,0.334002495,0.669384288,0.62627785,0.763167504,5.023880521,4.718498871,4.736198448,4.691347882,4.787491743
201905,2019/1/27,0.358746687,0.686353826,0.664831377,0.752972024,4.718498871,4.736198448,4.691347882,4.787491743,4.976733742
201906,2019/2/3,0.229815111,0.754485043,0.663563034,0.454415955,4.736198448,4.691347882,4.787491743,4.976733742,5.062595033
201907,2019/2/10,0.297509222,0.78132433,0.6365555,0.799546516,4.691347882,4.787491743,4.976733742,5.062595033,5.545177444
201908,2019/2/17,0.338596409,0.652548823,0.750653288,0.39707767,4.787491743,4.976733742,5.062595033,5.545177444,5.549076085
201909,2019/2/24,0.319012504,0.572816058,0.670170241,0.818201981,4.976733742,5.062595033,5.545177444,5.549076085,5.942799375
201910,2019/3/3,0.92262723,0.368954764,0.882334541,0.456130996,5.062595033,5.545177444,5.549076085,5.942799375,6.371611847
201911,2019/3/10,0.534787865,0.584871618,0.81919842,0.422611641,5.545177444,5.549076085,5.942799375,6.371611847,6.51174533
201912,2019/3/17,0.297345607,0.715459728,0.695046063,0.522100444,5.549076085,5.942799375,6.371611847,6.51174533,6.03787092
201913,2019/3/24,0.39721597,0.591798652,0.756010913,0.600419282,5.942799375,6.371611847,6.51174533,6.03787092,6.104793232
201914,2019/3/31,0.377128626,0.55549462,0.768771007,0.59222914,6.371611847,6.51174533,6.03787092,6.104793232,5.96100534
201915,2019/4/7,0.295306663,0.675828956,0.745197785,0.844234682,6.51174533,6.03787092,6.104793232,5.96100534,5.934894196
201916,2019/4/14,0.360112272,0.538283653,0.797718982,0.57305764,6.03787092,6.104793232,5.96100534,5.934894196,5.843544417
201917,2019/4/21,0.49129675,0.567391522,0.877236702,0.490150233,6.104793232,5.96100534,5.934894196,5.843544417,5.700443573
201918,2019/4/28,0.322536601,0.63265837,0.79305344,0.646854785,5.96100534,5.934894196,5.843544417,5.700443573,5.707110265
201919,2019/5/5,0.356160249,0.567974526,0.816085476,0.574644625,5.934894196,5.843544417,5.700443573,5.707110265,5.605802066
201920,2019/5/12,0.354763197,0.658145293,0.754289882,0.934269405,5.843544417,5.700443573,5.707110265,5.605802066,5.476463552
201921,2019/5/19,0.548739513,0.583349778,0.853948144,0.53795039,5.700443573,5.707110265,5.605802066,5.476463552,5.525452939
201922,2019/5/26,0.604395058,0.584042105,0.809152415,0.636045087,5.707110265,5.605802066,5.476463552,5.525452939,5.327876169
201923,2019/6/2,0.059752308,0.536140785,0.6461427,0.94856048,5.605802066,5.476463552,5.525452939,5.327876169,5.105945474
201924,2019/6/9,1,0.268962599,0.855028478,0.591576353,5.476463552,5.525452939,5.327876169,5.105945474,5.429345629
201925,2019/6/16,0.195367076,0.210106819,0.813449689,0.860898097,5.525452939,5.327876169,5.105945474,5.429345629,5.236441963
201926,2019/6/23,0.057298026,0.192469376,0.766596881,0.937239412,5.327876169,5.105945474,5.429345629,5.236441963,5.347107531
201927,2019/6/30,0.198104541,0.194425723,0.846698201,0.85549081,5.105945474,5.429345629,5.236441963,5.347107531,5.438079309
201928,2019/7/7,0.149232882,0.12962895,0.745271194,0.780065455,5.429345629,5.236441963,5.347107531,5.438079309,5.356586275
201929,2019/7/14,0.17991769,0.110634062,0.724449581,0.821479639,5.236441963,5.347107531,5.438079309,5.356586275,5.153291594
201930,2019/7/21,0.142128053,0.06685769,0.72591939,0.875867115,5.347107531,5.438079309,5.356586275,5.153291594,5.236441963
201931,2019/7/28,0.191591259,0.098041883,0.731055157,0.850447505,5.438079309,5.356586275,5.153291594,5.236441963,5.023880521
201932,2019/8/4,0.054245907,0,0.580439307,0.772912859,5.356586275,5.153291594,5.236441963,5.023880521,5.017279837
201933,2019/8/11,0.046857892,0.103235151,0.620430425,0.865703592,5.153291594,5.236441963,5.023880521,5.017279837,5.105945474
201934,2019/8/18,0.020106227,0.02317966,0.615438213,0.831794553,5.236441963,5.023880521,5.017279837,5.105945474,4.955827058
201935,2019/8/25,0.016676526,0.110217585,0.48876263,0.859221734,5.023880521,5.017279837,5.105945474,4.955827058,5.017279837
201936,2019/9/1,0.027060023,0.207421104,0.608139332,0.731334624,5.017279837,5.105945474,4.955827058,5.017279837,5.017279837
201937,2019/9/8,0.008180937,0.235369359,0.552118162,0.773341875,5.105945474,4.955827058,5.017279837,5.017279837,4.477336814
201938,2019/9/15,0.023221276,0.216666383,0.561646227,0.815676581,4.955827058,5.017279837,5.017279837,4.477336814,4.317488114
201939,2019/9/22,0.031622469,0.232164071,0.625993594,0.731887483,5.017279837,5.017279837,4.477336814,4.317488114,4.727387819
201940,2019/9/29,0.020886562,0.22869326,0.526210946,0.72057383,5.017279837,4.477336814,4.317488114,4.727387819,4.644390899
201941,2019/10/6,0.022214391,0.284222791,0.512696779,0.710863547,4.477336814,4.317488114,4.727387819,4.644390899,4.709530201
201942,2019/10/13,0.021931205,0.361778433,0.603929333,0.740052473,4.317488114,4.727387819,4.644390899,4.709530201,4.442651256
201943,2019/10/20,0.013089499,0.323711788,0.592644757,0.710347458,4.727387819,4.644390899,4.709530201,4.442651256,4.532599493
201944,2019/10/27,0.011830894,0.335102557,0.49059826,0.780638036,4.644390899,4.709530201,4.442651256,4.532599493,4.49980967
201945,2019/11/3,0.021899739,0.474283285,0.584214563,0.760917715,4.709530201,4.442651256,4.532599493,4.49980967,4.624972813
201946,2019/11/10,0.014725687,0.45826963,0.530783503,0.766844206,4.442651256,4.532599493,4.49980967,4.624972813,4.532599493
201947,2019/11/17,0.024070834,0.465077506,0.624796622,0.70377703,4.532599493,4.49980967,4.624972813,4.532599493,4.584967479
201948,2019/11/24,0.015826967,0.574434764,0.58841926,0.703988805,4.49980967,4.624972813,4.532599493,4.584967479,4.584967479
201949,2019/12/1,0.014348105,0.538357901,0.546114132,0.742585805,4.624972813,4.532599493,4.584967479,4.584967479,4.369447852
201950,2019/12/8,0.082042215,0.575653219,0.58189525,0.681093719,4.532599493,4.584967479,4.584967479,4.369447852,4.8978398
201951,2019/12/15,0.027406139,0.6637988,0.510219229,0.704097088,4.584967479,4.584967479,4.369447852,4.8978398,5.323009979
201952,2019/12/22,0.037915497,0.53479596,0.621166961,0.733792104,4.584967479,4.369447852,4.8978398,5.323009979,5.525452939
202001,2019/12/29,0.231080011,0.551335908,0.756884886,0.39564865,4.369447852,4.8978398,5.323009979,5.525452939,5.710427017
202002,2020/1/5,0.536638016,0.523037556,0.745807079,0.673450641,4.8978398,5.323009979,5.525452939,5.710427017,5.899897354
202003,2020/1/12,0.479906364,0.589395998,0.813196428,0.688956719,5.323009979,5.525452939,5.710427017,5.899897354,6.232448017
202004,2020/1/19,0.15918216,0.640323951,0.737593441,0.930918316,5.525452939,5.710427017,5.899897354,6.232448017,6.261491684
202005,2020/1/26,0.459737206,0.605589946,0.772099692,0.550650926,5.710427017,5.899897354,6.232448017,6.261491684,6.618738984
202006,2020/2/2,0.074729715,0.523726113,0.787634642,0.623910778,5.899897354,6.232448017,6.261491684,6.618738984,6.65415252
202007,2020/2/9,0.181774136,0.511468624,0.88143936,0.404262602,6.232448017,6.261491684,6.618738984,6.65415252,6.720220155
202008,2020/2/16,0.456250868,0.595762811,0.840235365,0.497042012,6.261491684,6.618738984,6.65415252,6.720220155,6.302618976
202009,2020/2/23,0.201874065,0.629416695,0.917984747,0.683670517,6.618738984,6.65415252,6.720220155,6.302618976,5.590986981
202010,2020/3/1,0.306816611,0.698440528,0.663743702,0.734074619,6.65415252,6.720220155,6.302618976,5.590986981,5.905361848
202011,2020/3/8,0.322939351,0.604715032,0.786474781,0.637925183,6.720220155,6.302618976,5.590986981,5.905361848,5.902633333
202012,2020/3/15,0.43827798,0.647287372,0.739104032,0.868688171,6.302618976,5.590986981,5.905361848,5.902633333,6.214608098
202013,2020/3/22,0.075793239,0.730695991,0.63869904,0.885182903,5.590986981,5.905361848,5.902633333,6.214608098,6.251903883
202014,2020/3/29,0.62705626,0.687168752,0.878344768,0.64326865,5.905361848,5.902633333,6.214608098,6.251903883,6.416732283
202015,2020/4/5,0.224050696,0.755004124,0.866291439,0.661744877,5.902633333,6.214608098,6.251903883,6.416732283,6.317164687
202016,2020/4/12,0.151284409,0.607294046,0.758416277,0.859013189,6.214608098,6.251903883,6.416732283,6.317164687,5.993961427
202017,2020/4/19,0.530307229,0.469422576,0.877915327,0.791587088,6.251903883,6.416732283,6.317164687,5.993961427,5.826000107
202018,2020/4/26,0.474060138,0.51503876,0.943632177,0.816941012,6.416732283,6.317164687,5.993961427,5.826000107,5.717027701
202019,2020/5/3,0.137345351,0.552127396,0.893185189,0.954580454,6.317164687,5.993961427,5.826000107,5.717027701,5.857933154
202020,2020/5/10,0.287037624,0.419396581,0.929463041,0.642618105,5.993961427,5.826000107,5.717027701,5.857933154,5.913503006
202021,2020/5/17,0.195782415,0.435832123,1,0.795169274,5.826000107,5.717027701,5.857933154,5.913503006,6.059123196
202022,2020/5/24,0.105899085,0.44549601,0.845715338,0.999598786,5.717027701,5.857933154,5.913503006,6.059123196,6.184148891
202023,2020/5/31,0.178885636,0.383866171,0.931961389,0.711375574,5.857933154,5.913503006,6.059123196,6.184148891,6.232448017
202024,2020/6/7,0.253212589,0.30976413,0.854796016,0.563198917,5.913503006,6.059123196,6.184148891,6.232448017,6.190315406
202025,2020/6/14,0.076724606,0.271402787,0.865052868,0.958890037,6.059123196,6.184148891,6.232448017,6.190315406,6.018593214
202026,2020/6/21,0.162825826,0.125336657,0.688155416,0.830625524,6.184148891,6.232448017,6.190315406,6.018593214,5.888877958
202027,2020/6/28,0.033522963,0.203938492,0.805517452,0.85458494,6.232448017,6.190315406,6.018593214,5.888877958,5.620400866
202028,2020/7/5,0.30112142,0.166654811,0.727744009,0.521922166,6.190315406,6.018593214,5.888877958,5.620400866,5.598421959
202029,2020/7/12,0.01541792,0.088635324,0.630656281,0.925109411,6.018593214,5.888877958,5.620400866,5.598421959,5.587248658
202030,2020/7/19,0.061847887,0.05251224,0.66665314,0.93862736,5.888877958,5.620400866,5.598421959,5.587248658,5.560681631
202031,2020/7/26,0.003322719,0.075016948,0.515164949,0.945280744,5.620400866,5.598421959,5.587248658,5.560681631,5.525452939
202032,2020/8/2,0,0.08138999,0.436706356,0.908284409,5.598421959,5.587248658,5.560681631,5.525452939,5.283203729
202033,2020/8/9,0.000157326,0.118455351,0.584824672,0.881532379,5.587248658,5.560681631,5.525452939,5.283203729,5.023880521
202034,2020/8/16,0.00317798,0.140157262,0.649882067,0.800358307,5.560681631,5.525452939,5.283203729,5.023880521,5.036952602
202035,2020/8/23,0.003461166,0.109677852,0.601989299,0.798945815,5.525452939,5.283203729,5.023880521,5.036952602,4.983606622
202036,2020/8/30,0.008067663,0.229286917,0.455061838,0.792922608,5.283203729,5.023880521,5.036952602,4.983606622,4.779123493
202037,2020/9/6,0,0.174395624,0.47938383,0.742011115,5.023880521,5.036952602,4.983606622,4.779123493,4.762173935
202038,2020/9/13,0.002517211,0.173497763,0.527986625,0.808606857,5.036952602,4.983606622,4.779123493,4.762173935,4.682131227
202039,2020/9/20,6.29E-05,0.231873799,0.562701683,0.699008767,4.983606622,4.779123493,4.762173935,4.682131227,4.663439094
202040,2020/9/27,0,0.311454462,0.580728049,0.774448917,4.779123493,4.762173935,4.682131227,4.663439094,4.49980967
202041,2020/10/4,0,0.361941845,0.607719678,0.75102228,4.762173935,4.682131227,4.663439094,4.49980967,4.615120517
202042,2020/10/11,0,0.427678766,0.552317997,0.793210429,4.682131227,4.663439094,4.49980967,4.615120517,4.510859507
202043,2020/10/18,0.004021245,0.473626689,0.617488768,0.658451138,4.663439094,4.49980967,4.615120517,4.510859507,4.762173935
202044,2020/10/25,0.004210036,0.509264292,0.597575386,0.755904966,4.49980967,4.615120517,4.510859507,4.762173935,4.454347296
202045,2020/11/1,0.011774257,0.591199587,0.621888407,0.713265589,4.615120517,4.510859507,4.762173935,4.454347296,4.521788577
202046,2020/11/8,0.008986445,0.637780995,0.57552703,0.769516842,4.510859507,4.762173935,4.454347296,4.521788577,4.290459441
202047,2020/11/15,0.048613647,0.610801735,0.633876892,0.746508355,4.762173935,4.454347296,4.521788577,4.290459441,4.406719247
202048,2020/11/22,0.014675343,0.602801791,0.503719281,0.673638293,4.454347296,4.521788577,4.290459441,4.406719247,3.63758616
202049,2020/11/29,0.002674537,0.593174782,0.569991185,0.754052244,4.521788577,4.290459441,4.406719247,3.63758616,3.737669618
202050,2020/12/6,0.01982304,0.561818163,0.519114754,0.625110676,4.290459441,4.406719247,3.63758616,3.737669618,0
202051,2020/12/13,0,0.58687648,0.544006889,0.703703294,4.406719247,3.63758616,3.737669618,0,0
202052,2020/12/20,0.023800235,0.533037281,0.532566523,0.638069782,3.63758616,3.737669618,0,0,0
202053,2020/12/27,0.000176205,0.595329779,0.530835297,0.805380116,3.737669618,0,0,0,0
